Basic gauge opt: block took 27.875412404002418 seconds
         14211123 function calls (14072031 primitive calls) in 29.074 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 process.py:25(FindCmdError)
        1    0.000    0.000    0.000    0.000 pathlib.py:1419(WindowsPath)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 decorator.py:272(ContextManager)
        1    0.000    0.000    0.000    0.000 patches.py:2984(Bar)
        1    0.000    0.000    0.000    0.000 menus.py:181(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 screen.py:94(Screen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1363(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 mathtext.py:550(CachedFont)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 base.py:70(DynamicStyle)
        1    0.000    0.000    0.000    0.000 models.py:194(Request)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:66(_AndCache)
        1    0.000    0.000    0.000    0.000 cbook.py:1039(__init__)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:246(RandomDisplacement)
        4    0.000    0.000    0.000    0.000 __init__.py:1917(register_finder)
        1    0.000    0.000    0.000    0.000 message.py:1140(EmailMessage)
        1    0.000    0.000    0.000    0.000 ticker.py:829(LogitFormatter)
        1    0.000    0.000    0.000    0.000 cbook.py:928(Xlator)
        1    0.000    0.000    0.000    0.000 fake_renderer.py:50(FullFakeRenderer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3089(LineStart)
        1    0.000    0.000    0.000    0.000 numeric.py:55(ComplexWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-81>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(Fil)
        1    0.000    0.000    0.000    0.000 inspect.py:856(BlockFinder)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 selection.py:12(SelectionType)
        1    0.000    0.000    0.000    0.000 traitlets.py:2027(CBytes)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 webbrowser.py:359(Grail)
        1    0.000    0.000    0.000    0.000 collections.py:1030(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 webbrowser.py:151(BackgroundBrowser)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 patches.py:3661(BarAB)
        1    0.000    0.000    0.000    0.000 vt100_input.py:491(cooked_mode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3230(_Curve)
        1    0.000    0.000    0.000    0.000 toolbars.py:56(ArgToolbarControl)
        1    0.000    0.000    0.000    0.000 search_state.py:9(SearchState)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:231(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 traitlets.py:2573(TCPAddress)
        1    0.000    0.000    0.000    0.000 patches.py:2352(Roundtooth)
        1    0.000    0.000    0.000    0.000 interface.py:570(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4298(rdist_gen)
        1    0.000    0.000    0.000    0.000 types.py:35(_FilterType)
        1    0.000    0.000    0.000    0.000 controls.py:363(FillControl)
        1    0.000    0.000    0.000    0.000 __init__.py:247(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
        1    0.000    0.000    0.000    0.000 execution.py:60(TimeitResult)
        1    0.000    0.000    0.000    0.000 display.py:461(Markdown)
        1    0.000    0.000    0.000    0.000 <decorator-gen-64>:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 arrayprint.py:634(IntegerFormat)
        1    0.000    0.000    0.000    0.000 margins.py:121(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(PlotlyGraphObjectError)
        1    0.000    0.000    0.000    0.000 display.py:198(IFrame)
        1    0.000    0.000    0.000    0.000 patches.py:2243(Sawtooth)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1581(Empty)
        1    0.000    0.000    0.000    0.000 <decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:993(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 patches.py:2074(DArrow)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2242(WordEnd)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:468(BackgroundJobFunc)
        1    0.000    0.000    0.000    0.000 context.py:22(AuthenticationError)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 client.py:1308(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 pathlib.py:535(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2357(Literal)
        1    0.000    0.000    0.000    0.000 __init__.py:394(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 mathtext.py:156(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 widgets.py:2208(Lasso)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:213(ArgMethodWrapper)
        1    0.000    0.000    0.000    0.000 _pslinux.py:516(Connections)
        1    0.000    0.000    0.000    0.000 lexer.py:689(ExtendedRegexLexer)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 collections.py:1574(PatchCollection)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(NoMatch)
        1    0.000    0.000    0.000    0.000 getpass.py:27(GetPassWarning)
        1    0.000    0.000    0.000    0.000 patches.py:3781(Fancy)
        1    0.000    0.000    0.000    0.000 traitlets.py:1671(validate)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 arpack.py:596(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 core.py:2358(__init__)
        1    0.000    0.000    0.000    0.000 prompts.py:62(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:138(nbinom_gen)
        1    0.000    0.000    0.000    0.000 patches.py:3437(CurveFilledA)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1400(Histogram2dcontour)
        1    0.000    0.000    0.000    0.000 webbrowser.py:13(Error)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 optimize.py:1788(Brent)
        1    0.000    0.000    0.000    0.000 numeric.py:2896(_unspecified)
        1    0.000    0.000    0.000    0.000 types.py:51(SimpleFilter)
        1    0.000    0.000    0.000    0.000 lexers.py:39(SimpleLexer)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 argparse.py:860(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 margins.py:144(ScrollbarMargin)
        1    0.000    0.000    0.000    0.000 mlab.py:3073(FormatThousands)
        1    0.000    0.000    0.000    0.000 client.py:1276(NotConnected)
        1    0.000    0.000    0.000    0.000 loader.py:30(ConfigLoaderError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 extras.py:1332(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 request.py:1135(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:572(_StreamProxy)
        1    0.000    0.000    0.000    0.000 inspect.py:854(EndOfBlock)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConverterLockError)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 six.py:416(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 traitlets.py:1978(CFloat)
        1    0.000    0.000    0.000    0.000 <decorator-gen-93>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4255(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2768(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:599(Tfm)
        1    0.000    0.000    0.000    0.000 plotly.py:838(file_ops)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
       15    0.000    0.000    0.000    0.000 decorators.py:51(undoc)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.000    0.000 traitlets.py:2043(validate)
        1    0.000    0.000    0.000    0.000 <decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3883(Wedge)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3021(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 __init__.py:2673(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 results.py:777(ResultOptions)
        1    0.000    0.000    0.000    0.000 ticker.py:1887(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1279(HTTPHandler)
        1    0.000    0.000    0.000    0.000 colors.py:788(ListedColormap)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 tools.py:1353(PlotlyDisplay)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 macro.py:17(Macro)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2934(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 csv.py:164(Sniffer)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1105(ErrorY)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1475(Hlist)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 __init__.py:1606(ZipManifests)
        1    0.000    0.000    0.000    0.000 dataset.py:19(DataSet_KeyValIterator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-62>:1(<module>)
        1    0.000    0.000    0.000    0.000 from_dict.py:131(_StyleFromDict)
        1    0.000    0.000    0.000    0.000 inputtransformer.py:121(TokenInputTransformer)
        1    0.000    0.000    0.000    0.000 gateset.py:227(set_basis)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1603(Literal)
        1    0.000    0.000    0.000    0.000 lines.py:1449(VertexSelector)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        4    0.000    0.000    0.000    0.000 rrule.py:96(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 traitlets.py:2102(Bool)
        1    0.000    0.000    0.000    0.000 loader.py:33(ConfigFileNotFound)
        1    0.000    0.000    0.000    0.000 mathtext.py:276(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 ticker.py:309(FuncFormatter)
        1    0.000    0.000    0.000    0.000 cli.py:353(ViDigraphMode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2133(GoToColumn)
        1    0.000    0.000    0.000    0.000 tarfile.py:706(ExFileObject)
        1    0.000    0.000    0.000    0.000 rcsetup.py:288(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 request.py:1303(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 case.py:32(_ShouldStop)
        1    0.000    0.000    0.000    0.000 mathtext.py:1770(Fill)
        1    0.000    0.000    0.000    0.000 widgets.py:96(AxesWidget)
        1    0.000    0.000    0.000    0.000 transforms.py:2520(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2650(TransformedPath)
        1    0.000    0.000    0.000    0.000 capture.py:125(capture_output)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3083(Dict)
        1    0.000    0.000    0.000    0.000 prompts.py:11(Prompts)
        1    0.000    0.000    0.000    0.000 dates.py:156(_UTC)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 multidataset.py:17(MultiDataSet_KeyValIterator)
        1    0.000    0.000    0.000    0.000 transforms.py:2560(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 mathtext.py:304(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 history.py:48(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:39(ksone_gen)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 mathtext.py:1790(SsGlue)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:290(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 validation.py:18(ValidationError)
        1    0.000    0.000    0.000    0.000 ticker.py:214(Formatter)
        1    0.000    0.000    0.000    0.000 core.py:21(IDNABidiError)
        1    0.000    0.000    0.000    0.000 cli.py:95(HasCompletions)
        1    0.000    0.000    0.000    0.000 fitpack2.py:619(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 case.py:37(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 cbook.py:594(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 patches.py:1964(Square)
        1    0.000    0.000    0.000    0.000 vi.py:48(TextObjectType)
        1    0.000    0.000    0.000    0.000 patches.py:2188(Round4)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 prompts.py:45(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 _hungarian.py:110(_Hungary)
        1    0.000    0.000    0.000    0.000 request.py:592(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 vincent_renderer.py:6(VincentRenderer)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:276(Metropolis)
        1    0.000    0.000    0.000    0.000 results.py:432(set_parent)
        1    0.000    0.000    0.000    0.000 dates.py:1279(HourLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:1841(FileMetadata)
        1    0.000    0.000    0.000    0.000 toolbars.py:80(SearchToolbarControl)
        1    0.000    0.000    0.000    0.000 Image.py:451(_E)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:85(MedianFilter)
        1    0.000    0.000    0.000    0.000 py3compat.py:25(cast_unicode)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 errors.py:75(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:30(__BuiltinUndefined)
        1    0.000    0.000    0.000    0.000 {built-in method sys.setrecursionlimit}
        1    0.000    0.000    0.000    0.000 __init__.py:1074(PlaceHolder)
        1    0.000    0.000    0.000    0.000 error.py:77(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-108>:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:629(CompletedProcess)
        1    0.000    0.000    0.000    0.000 traitlets.py:752(MetaHasTraits)
        1    0.000    0.000    0.000    0.000 base.py:119(_AndList)
        1    0.000    0.000    0.000    0.000 patches.py:3637(BracketB)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1381(CloseEvent)
        1    0.000    0.000    0.000    0.000 patches.py:3417(CurveAB)
        1    0.000    0.000    0.000    0.000 processors.py:348(AfterInput)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:33(__HideBuiltin)
        1    0.000    0.000    0.000    0.000 basic.py:41(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 selectors.py:130(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3674(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5119(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 patches.py:2017(LArrow)
        1    0.000    0.000    0.000    0.000 webbrowser.py:282(Opera)
        1    0.000    0.000    0.000    0.000 graph_objs.py:768(GraphObjectFactory)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 parse.py:245(SplitResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(HTTPWarning)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:284(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 cbook.py:339(toint)
        1    0.000    0.000    0.000    0.000 lazy.py:13(LazyDict)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3023(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2722(FollowedBy)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4534(semicircular_gen)
        1    0.000    0.000    0.000    0.000 <decorator-gen-83>:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:755(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1660(Rule)
        1    0.000    0.000    0.000    0.000 context.py:19(TimeoutError)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:40(_NoStyle)
        1    0.000    0.000    0.000    0.000 ticker.py:257(IndexFormatter)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(TIMEOUT)
        1    0.000    0.000    0.000    0.000 base.py:186(Always)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:1876(PathMetadata)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1654(Scattergeo)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 mathtext.py:1883(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 prefilter.py:35(PrefilterError)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1519(Ohlc)
        1    0.000    0.000    0.000    0.000 gateset.py:143(default_gauge_group)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 shadowns.py:1(<module>)
        2    0.000    0.000    0.000    0.000 python.py:38(innerstring_rules)
        1    0.000    0.000    0.000    0.000 loader.py:36(ArgumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:103(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 gaugegroup.py:76(element)
        1    0.000    0.000    0.000    0.000 gaugegroup.py:25(__init__)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:237(argument)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 exceptions.py:173(PlotlyRateLimitError)
        1    0.000    0.000    0.000    0.000 loader.py:775(KVArgParseConfigLoader)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 ticker.py:781(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 path.py:171(HomeDirError)
        1    0.000    0.000    0.000    0.000 _common.py:361(deprecated_method)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1786(NegFilll)
        1    0.000    0.000    0.000    0.000 parser.py:1174(_attr)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1705(Scatterternary)
        1    0.000    0.000    0.000    0.000 client.py:1279(InvalidURL)
        1    0.000    0.000    0.000    0.000 <decorator-gen-98>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1774(Filll)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3139(StringStart)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:249(SMOOTH)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1850(ZAxis)
        1    0.000    0.000    0.000    0.000 cli.py:131(HasValidationError)
        1    0.000    0.000    0.000    0.000 _iotools.py:460(ConversionWarning)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:139(SpaceInInput)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:99(MinFilter)
        1    0.000    0.000    0.000    0.000 parser.py:613(_result)
        1    0.000    0.000    0.000    0.000 graph_objs.py:1798(XBins)
        1    0.000    0.000    0.000    0.000 _psposix.py:24(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 <decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:167(ErrorToken)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(ClosedPoolError)
        3    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:76(ConditionalAutoSuggest)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(RetryError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:253(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 dates.py:1201(MonthLocator)
        1    0.000    0.000    0.000    0.000 alias.py:114(AliasError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 base.py:106(_InvertCache)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 chunked_request.py:324(_FakeSocket)
        1    0.000    0.000    0.000    0.000 renderer.py:205(HeightIsUnknownError)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 vi.py:1839(ViStateFilter)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-113>:1(<module>)
        1    0.000    0.000    0.000    0.000 alias.py:118(InvalidAliasError)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(RequestsWarning)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 kdtree.py:261(leafnode)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 profiledir.py:21(ProfileDirError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1782(NegFill)
        1    0.000    0.000    0.000    0.000 __init__.py:67(CodeTagFilter)
        1    0.000    0.000    0.000    0.000 from_dict.py:137(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:39(LexerMeta)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 six.py:348(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3056(_PositionToken)
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        1    0.000    0.000    0.000    0.000 optimize.py:137(_check_unknown_options)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:260(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 request.py:588(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 client.py:1317(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 loader.py:27(ConfigError)
        1    0.000    0.000    0.000    0.000 cli.py:215(RendererHeightIsKnown)
        1    0.000    0.000    0.000    0.000 <decorator-gen-53>:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1398(mr_class)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 response.py:55(GzipDecoder)
        1    0.000    0.000    0.000    0.000 basic.py:755(LstsqLapackError)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
